DRXFDCD,DRXFCSD,DRXFCLD
27411100.0,"b'BEEF WITH VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/OR DAR'","b'Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce'"
27411120.0,b'SWISS STEAK',b'Swiss steak'
27411150.0,"b'BEEF ROLLS, STUFFED WITH VEGETABLES OR MEAT MIXTURE, TOMATO-'","b'Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce'"
27411200.0,"b'BEEF WITH VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-G'","b'Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce'"
27414100.0,"b'BEEF WITH VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/OR DAR'","b'Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce'"
27414200.0,"b'BEEF WITH VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-G'","b'Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce'"
27415100.0,"b'BEEF AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/OR DARK'","b'Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce'"
27415110.0,b'BEEF AND BROCCOLI',b'Beef and broccoli'
27415120.0,"b'BEEF, TOFU, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/'","b'Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce'"
27415130.0,b'SZECHUAN BEEF',b'Szechuan beef'
27415140.0,b'HUNAN BEEF',b'Hunan beef'
27415150.0,"b'BEEF CHOW MEIN OR CHOP SUEY, NO NOODLES'","b'Beef chow mein or chop suey, no noodles'"
27415170.0,b'KUNG PAO BEEF',b'Kung Pao beef'
27415200.0,"b'BEEF AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-GR'","b'Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce'"
27415220.0,"b'BEEF, TOFU, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI,  AND'","b'Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce'"
27416100.0,"b'BEEF AND VEGETABLES, HAWAIIAN STYLE'","b'Beef and vegetables, Hawaiian style'"
27416150.0,b'PEPPER STEAK',b'Pepper steak'
27416200.0,"b'BEEF, GROUND, WITH EGG AND ONION'","b'Beef, ground, with egg and onion'"
27416250.0,b'BEEF SALAD',b'Beef salad'
27416300.0,"b'BEEF TACO FILLING: BEEF, CHEESE, TOMATO, TACO SAUCE'","b'Beef taco filling: beef, cheese, tomato, taco sauce'"
27416400.0,b'STIR FRIED BEEF AND VEGETABLES IN SOY SAUCE',b'Stir fried beef and vegetables in soy sauce'
27416450.0,"b'BEEF AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/OR DARK'","b'Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy'"
27416500.0,"b'BEEF AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-GR'","b'Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy'"
27418410.0,"b'BEEF STEAK WITH ONIONS, PUERTO RICAN STYLE'","b'Beef steak with onions, Puerto Rican style'"
27420010.0,b'CABBAGE WITH HAM HOCKS',b'Cabbage with ham hocks'
27420020.0,b'HAM OR PORK SALAD',b'Ham or pork salad'
27420040.0,b'FRANKFURTERS OR HOT DOGS AND SAUERKRAUT',b'Frankfurters or hot dogs and sauerkraut'
27420060.0,"b'PORK AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/OR DARK'","b'Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce'"
27420080.0,b'GREENS WITH HAM OR PORK',b'Greens with ham or pork'
27420100.0,"b'PORK, TOFU, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/'","b'Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce'"
27420110.0,"b'PORK AND VEGETABLES, HAWAIIAN STYLE'","b'Pork and vegetables, Hawaiian style'"
27420120.0,b'PORK AND WATERCRESS WITH SOY-BASED SAUCE',b'Pork and watercress with soy-based sauce'
27420150.0,b'KUNG PAO PORK',b'Kung Pao pork'
27420160.0,"b'MOO SHU PORK, WITHOUT CHINESE PANCAKE'","b'Moo Shu pork, without Chinese pancake'"
27420170.0,b'PORK AND ONIONS WITH SOY-BASED SAUCE',b'Pork and onions with soy-based sauce'
27420200.0,b'PORK HASH',b'Pork hash'
27420250.0,"b'HAM AND VEGETABLES INCLUDING CARROTS BROCCOLI, AND/OR DARK-'","b'Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce'"
27420270.0,"b'HAM AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-GRE'","b'Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce'"
27420350.0,"b'PORK AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-GR'","b'Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce'"
27420370.0,"b'PORK, TOFU, AND VEGETABLES, EXCLUDING CARROTS, BROCCOLI, AND'","b'Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce'"
27420390.0,"b'PORK CHOW MEIN OR CHOP SUEY, NO NOODLES'","b'Pork chow mein or chop suey, no noodles'"
27420400.0,"b'PORK AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/OR DARK'","b'Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce'"
27420410.0,"b'PORK AND VEGETABLES EXCLUDING  CARROTS, BROCCOLI, AND DARK-G'","b'Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce'"
27420450.0,"b'SAUSAGE AND VEGETABLES INCLUDING  CARROTS, BROCCOLI, AND/OR'","b'Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce'"
27420460.0,"b'SAUSAGE AND VEGETABLES, EXCLUDING CARROTS, BROCCOLI, AND DAR'","b'Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce'"
27420470.0,"b'SAUSAGE AND PEPPERS, NO SAUCE'","b'Sausage and peppers, no sauce'"
27420500.0,"b'PORK AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/OR DARK'","b'Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce'"
27420510.0,"b'PORK AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK- G'","b'Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce'"
27420520.0,"b'PORK SHISH KABOB WITH VEGETABLES, EXCLUDING POTATOES'","b'Pork shish kabob with vegetables, excluding potatoes'"
27430610.0,"b'LAMB SHISH KABOB WITH VEGETABLES, EXCLUDING POTATOES'","b'Lamb shish kabob with vegetables, excluding potatoes'"
27440110.0,"b'CHICKEN OR TURKEY AND VEGETABLES INCLUDING CARROTS, BROCCOLI'","b'Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce'"
27440120.0,"b'CHICKEN OR TURKEY AND VEGETABLES EXCLUDING CARROTS, BROCCOLI'","b'Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce'"
27440130.0,"b'CHICKEN OR TURKEY SHISH KABOB WITH VEGETABLES, EXCLUDING POT'","b'Chicken or turkey shish kabob with vegetables, excluding potatoes'"
27441120.0,"b'CHICKEN OR TURKEY CREOLE, WITHOUT RICE'","b'Chicken or turkey creole, without rice'"
27442110.0,"b'CHICKEN OR TURKEY AND VEGETABLES INCLUDING CARROTS, BROCCOLI'","b'Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy'"
27442120.0,"b'CHICKEN OR TURKEY AND VEGETABLES EXCLUDING CARROTS, BROCCOLI'","b'Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy'"
27443110.0,b'CHICKEN OR TURKEY A LA KING WITH VEGETABLES INCLUDING CARROT',"b'Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce'"
27443120.0,b'CHICKEN OR TURKEY A LA KING WITH VEGETABLES EXCLUDING CARROR',"b'Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce'"
27443150.0,b'CHICKEN OR TURKEY DIVAN',b'Chicken or turkey divan'
27445110.0,"b'CHICKEN OR TURKEY AND VEGETABLES INCLUDING CARROTS, BROCCOLI'","b'Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce'"
27445120.0,"b'CHICKEN OR TURKEY AND VEGETABLES EXCLUDING CARROTS, BROCCOLI'","b'Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce'"
27445125.0,"b'CHICKEN OR TURKEY AND VEGETABLES INCLUDING CARROTS, BROCCOLI'","b'Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce'"
27445130.0,"b'CHICKEN OR TURKEY AND VEGETABLES EXCLUDING CARROTS, BROCCOLI'","b'Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce'"
27445150.0,b'GENERAL TSO CHICKEN',b'General Tso chicken'
27445180.0,b'MOO GOO GAI PAN',b'Moo Goo Gai Pan'
27445220.0,b'KUNG PAO CHICKEN',b'Kung pao chicken'
27445250.0,b'ALMOND CHICKEN',b'Almond chicken'
27446100.0,"b'CHICKEN OR TURKEY CHOW MEIN OR CHOP SUEY, NO NOODLES'","b'Chicken or turkey chow mein or chop suey, no noodles'"
27446200.0,"b'CHICKEN OR TURKEY SALAD, MADE WITH MAYONNAISE'","b'Chicken or turkey salad, made with mayonnaise'"
27446205.0,b'CHICKEN OR TURKEY SALAD WITH NUTS AND/OR FRUITS',b'Chicken or turkey salad with nuts and/or fruits'
27446220.0,b'CHICKEN OR TURKEY SALAD WITH EGG',b'Chicken or turkey salad with egg'
27446225.0,"b'CHICKEN OR TURKEY SALAD, MADE WITH LIGHT MAYONNAISE'","b'Chicken or turkey salad, made with light mayonnaise'"
27446230.0,"b'CHICKEN OR TURKEY SALAD, MADE WITH MAYONNAISE-TYPE SALAD DRE'","b'Chicken or turkey salad, made with mayonnaise-type salad dressing'"
27446235.0,"b'CHICKEN OR TURKEY SALAD, MADE WITH LIGHT MAYONNAISE-TYPE SAL'","b'Chicken or turkey salad, made with light mayonnaise-type salad dressing'"
27446240.0,"b'CHICKEN OR TURKEY SALAD, MADE WITH CREAMY DRESSING'","b'Chicken or turkey salad, made with creamy dressing'"
27446245.0,"b'CHICKEN OR TURKEY SALAD, MADE WITH LIGHT CREAMY DRESSING'","b'Chicken or turkey salad, made with light creamy dressing'"
27446250.0,"b'CHICKEN OR TURKEY SALAD, MADE WITH ITALIAN DRESSING'","b'Chicken or turkey salad, made with Italian dressing'"
27446255.0,"b'CHICKEN OR TURKEY SALAD, MADE WITH LIGHT ITALIAN DRESSING'","b'Chicken or turkey salad, made with light Italian dressing'"
27446260.0,"b'CHICKEN OR TURKEY SALAD, MADE WITH ANY TYPE OF FAT FREE DRES'","b'Chicken or turkey salad, made with any type of fat free dressing'"
27446300.0,"b'CHICKEN OR TURKEY GARDEN SALAD, CHICKEN AND/OR TURKEY, TOMAT'","b'Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing'"
27446310.0,"b'CHICKEN OR TURKEY GARDEN SALAD, CHICKEN AND/OR TURKEY, OTHER'","b'Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing'"
27446315.0,"b'CHICKEN OR TURKEY GARDEN SALAD WITH BACON AND CHEESE, CHICKE'","b'Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing'"
27446320.0,"b'CHICKEN OR TURKEY, BREADED, FRIED, GARDEN SALAD WITH BACON A'","b'Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing'"
27446330.0,"b'CHICKEN OR TURKEY GARDEN SALAD WITH CHEESE, CHICKEN AND/OR T'","b'Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing'"
27446332.0,"b'CHICKEN OR TURKEY, BREADED, FRIED, GARDEN SALAD WITH CHEESE,'","b'Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing'"
27446350.0,"b'ASIAN CHICKEN OR TURKEY GARDEN SALAD, CHICKEN AND/OR TURKEY,'","b'Asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing'"
27446355.0,"b'ASIAN CHICKEN OR TURKEY GARDEN SALAD WITH CRISPY NOODLES, CH'","b'Asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing'"
27446360.0,"b'CHICKEN OR TURKEY CAESAR GARDEN SALAD, CHICKEN AND/OR TURKEY'","b'Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing'"
27446362.0,"b'CHICKEN OR TURKEY, BREADED, FRIED, CAESAR GARDEN SALAD, CHIC'","b'Chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing'"
27446400.0,"b'CHICKEN OR TURKEY AND VEGETABLES INCLUDING CARROTS, BROCCOLI'","b'Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce'"
27446410.0,"b'CHICKEN OR TURKEY AND VEGETABLES EXCLUDING CARROTS, BROCCOLI'","b'Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce'"
27448020.0,"b'CHICKEN OR TURKEY FRICASSEE, WITH SAUCE, NO POTATOES, POTATO'","b'Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style'"
27448030.0,"b'CHICKEN OR TURKEY FRICASSEE, NO SAUCE, NO POTATOES, PUERTO R'","b'Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style'"
27450010.0,b'CRAB SALAD',b'Crab salad'
27450020.0,b'LOBSTER SALAD',b'Lobster salad'
27450030.0,b'SALMON SALAD',b'Salmon salad'
27450040.0,"b'SHRIMP CHOW MEIN OR CHOP SUEY, NO NOODLES'","b'Shrimp chow mein or chop suey, no noodles'"
27450060.0,"b'TUNA SALAD, MADE WITH MAYONNAISE'","b'Tuna salad, made with mayonnaise'"
27450061.0,"b'TUNA SALAD, MADE WITH LIGHT MAYONNAISE'","b'Tuna salad, made with light mayonnaise'"
27450062.0,"b'TUNA SALAD, MADE WITH MAYONNAISE-TYPE SALAD DRESSING'","b'Tuna salad, made with mayonnaise-type salad dressing'"
27450063.0,"b'TUNA SALAD, MADE WITH LIGHT MAYONNAISE-TYPE SALAD DRESSING'","b'Tuna salad, made with light mayonnaise-type salad dressing'"
27450064.0,"b'TUNA SALAD, MADE WITH CREAMY DRESSING'","b'Tuna salad, made with creamy dressing'"
27450065.0,"b'TUNA SALAD, MADE WITH LIGHT CREAMY DRESSING'","b'Tuna salad, made with light creamy dressing'"
27450066.0,"b'TUNA SALAD, MADE WITH ITALIAN DRESSING'","b'Tuna salad, made with Italian dressing'"
27450067.0,"b'TUNA SALAD, MADE WITH LIGHT ITALIAN DRESSING'","b'Tuna salad, made with light Italian dressing'"
27450068.0,"b'TUNA SALAD, MADE WITH ANY TYPE OF FAT FREE DRESSING'","b'Tuna salad, made with any type of fat free dressing'"
27450070.0,b'SHRIMP SALAD',b'Shrimp salad'
27450080.0,b'SEAFOOD SALAD',b'Seafood salad'
27450090.0,b'TUNA SALAD WITH CHEESE',b'Tuna salad with cheese'
27450100.0,b'TUNA SALAD WITH EGG',b'Tuna salad with egg'
27450110.0,"b'SHRIMP GARDEN SALAD, SHRIMP, LETTUCE, EGGS, TOMATO AND/OR CA'","b'Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing'"
27450120.0,"b'SHRIMP GARDEN SALAD, SHRIMP, LETTUCE, EGGS, VEGETABLES EXCLU'","b'Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing'"
27450130.0,b'CRAB SALAD MADE WITH IMITATION CRAB',b'Crab salad made with imitation crab'
27450150.0,"b'FISH, TOFU, AND VEGETABLES, TEMPURA'","b'Fish, tofu, and vegetables, tempura'"
27450180.0,"b'SEAFOOD GARDEN SALAD WITH SEAFOOD, LETTUCE, VEGETABLES EXCLU'","b'Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing'"
27450190.0,"b'SEAFOOD GARDEN SALAD WITH SEAFOOD, LETTUCE, TOMATO AND/OR CA'","b'Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing'"
27450200.0,"b'SEAFOOD GARDEN SALAD WITH SEAFOOD, LETTUCE, EGGS, VEGETABLES'","b'Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing'"
27450210.0,"b'SEAFOOD GARDEN SALAD WITH SEAFOOD, LETTUCE, EGGS, TOMATO AND'","b'Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing'"
27450250.0,b'OYSTERS ROCKEFELLER',b'Oysters Rockefeller'
27450310.0,b'LOMI SALMON',b'Lomi salmon'
27450400.0,"b'SHRIMP AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/OR DA'","b'Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce'"
27450405.0,"b'SHRIMP AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-'","b'Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce'"
27450410.0,"b'SHRIMP AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/OR DA'","b'Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce'"
27450420.0,"b'SHRIMP AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-'","b'Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce'"
27450430.0,"b'SHRIMP SHISH KABOB WITH VEGETABLES, EXCLUDING POTATOES'","b'Shrimp shish kabob with vegetables, excluding potatoes'"
27450450.0,"b'SHRIMP CREOLE, NO RICE'","b'Shrimp creole, no rice'"
27450470.0,b'KUNG PAO SHRIMP',b'Kung Pao shrimp'
27450510.0,"b'TUNA CASSEROLE WITH VEGETABLES AND MUSHROOM SAUCE, NO NOODLE'","b'Tuna casserole with vegetables and mushroom sauce, no noodles'"
27450600.0,"b'SHELLFISH MIXTURE AND VEGETABLES INCLUDING CARROTS, BROCCOLI'","b'Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce'"
27450610.0,"b'SHELLFISH MIXTURE AND VEGETABLES EXCLUDING CARROTS, BROCCOLI'","b'Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce'"
27450650.0,"b'SHELLFISH MIXTURE AND VEGETABLES INCLUDING CARROTS, BROCCOLI'","b'Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce'"
27450660.0,"b'SHELLFISH MIXTURE AND VEGETABLES EXCLUDING CARROTS, BROCCOLI'","b'Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce'"
27450700.0,"b'FISH AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/OR DARK'","b'Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce'"
27450710.0,"b'FISH AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK- G'","b'Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce'"
27450740.0,"b'FISH AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND/OR DARK'","b'Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce'"
27450750.0,"b'FISH AND VEGETABLES EXCLUDING  CARROTS, BROCCOLI, AND DARK-G'","b'Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce'"
27450760.0,"b'FISH SHISH KABOB WITH VEGETABLES, EXCLUDING POTATOES'","b'Fish shish kabob with vegetables, excluding potatoes'"
27451010.0,"b'FRIED FISH WITH SAUCE, PUERTO RICAN STYLE'","b'Fried fish with sauce, Puerto Rican style'"
27451030.0,"b'LOBSTER WITH SAUCE, PUERTO RICAN STYLE'","b'Lobster with sauce, Puerto Rican style'"
27451060.0,"b'OCTOPUS SALAD, PUERTO RICAN STYLE'","b'Octopus salad, Puerto Rican style'"
27451070.0,"b'CODFISH SALAD, PUERTO RICAN STYLE, SERENATA'","b'Codfish salad, Puerto Rican style, Serenata'"
27460010.0,"b'CHOW MEIN OR CHOP SUEY, NS AS TO TYPE OF MEAT, NO NOODLES'","b'Chow mein or chop suey, NS as to type of meat, no noodles'"
27460100.0,b'LAU LAU',b'Lau lau'
27460510.0,"b'ANTIPASTO WITH HAM, FISH, CHEESE, VEGETABLES'","b'Antipasto with ham, fish, cheese, vegetables'"
27460710.0,"b'LIVERS, CHICKEN, CHOPPED, WITH EGGS AND ONION'","b'Livers, chicken, chopped, with eggs and onion'"
27460750.0,"b'LIVER, BEEF OR CALVES, AND ONIONS'","b'Liver, beef or calves, and onions'"
27462000.0,"b'STEWED CHITTERLINGS, PUERTO RICAN STYLE'","b'Stewed chitterlings, Puerto Rican style'"
27463000.0,"b'STEWED GIZZARDS, PUERTO RICAN STYLE'","b'Stewed gizzards, Puerto Rican style'"
